id	document	label
441033	쓸데없는 거만 따라하지 마용.... 이어폰 단자랑 분리형 배터리 충전기 다 좋아하는 건데 싹 사라지는 중.	
801260	신청하면 준다는건 괜찮은듯 환경보호 핑계댈거면 이렇게라도 해라 애플 ㅋㅋㅋ	
440143	오 신청해서 주는거면 상관 없지 않나요? 심지어 미국에선 무료로 준다고 써있네용	
365381	애플 따라하기?	
10394	아니 유선이어폰화질 따라갈 블투이어폰 없다구요...하...	
943777	아 왜 자꾸 따라하냐구요...ㅠ	
464187	아.. 신청하면 주는구나... 하 근데 저게 진짜 좋은 환경지키기 방법 맞냐구요... 사람들은 계속 충전기,선을 살텐데....ㅠ	
466761	신청하면 준다니 다행	
664685	노트20에 이어폰 있었는데요....?? 지금은 안넣나요??	
705808	s21부터 아닌가요?	
159597	“미국에서” 네요	
809935	내가 이럴 줄 알았지 증말	
450521	빼는거에 왜 다들 반대하는거지...?집에 진짜로 다들 많잔아요.. 가격도 줄고...	
351397	확실하지도 않은데	
593047	삼성 충전기는 진짜 굴러다니지 않나요 더 받아봤자 필요 없는데.. 그리고 신청하면 준다는데요 뭘	
322579	삼성 충전기는 빼도 괜찮을 듯..C타입이고 정품 충전기 가격 합리적	
573029	삼성이랑 애플이랑은 다른 경우죠 갤럭시 시리즈 써본 사람은 알겠지만 충전기 남아납니다	
273604	선택이면 좋은데요?? 빼는거만큼 합리적인 가격이겠쬬???	
713744	그만둬.....	
591064	선택할 수 있으면 괜찮을 것 같아요! 충전기는 이미 넘치고 넘쳐서 흑	
534951	선택이라 너무 좋네요	
634113	선택이면 좋은 거 아닌가요	
768838	제정신인가...	
927929	선택이면 좋을듯	
656482	선택이면 좋아요	
479248	신청하면 주는 거 좋다	
242795	애플이 양잿물 마시면, 따라 마실 기세	
871655	이럴 줄 알았다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	
823919	이럴 줄 알았다... 야 그래도 삼성은 선택인데 ㅇㅐ플 이것들아 진짜 너넨 아 12 프로 산 나도 웃기네	
955135	신청하면 주는 건 너무 좋은것같아요	
887315	S21 나오는거 봐서..갈아탈지 계속 아이폰 쓸지..결정하겠다..삼성!!!	
528055	아예 안주는거 아니고 선택이네 다행이다..  유선 이어폰 쓴다구여....	
621748	아.. 충전기는 필요해...	
269031	카메라 엄청 좋아보이네여	
969004	오 갠차는뎅	
383726	와 이게 무슨...	
638293	이쁘다	
258817	아이 색 별로에요오	
37121	...	
448037	카메라에 그렇게까지 많은 걸 바라지 않는데 ㅜㅜ	
887016	구리다	
54452	갤럭시는 진짜 디자인 좀.. ㅠㅠㅠ 갤럭시 쓰고 싶은데 디자인 때문에 쓰기 싫고 그래욬ㅋㅋㅋㅋ	
711281	오 보라색 예쁘다	
926520	22	
962122	33	
167386	엇 이 이쁜데 역시 보는 눈이 다 다르군요	
352409	헐 예쁘다	
354213	카메라가 많네요	
404668	ㅇ ㅏ....갤럭시 왜 그래...	
317898	색 조금만 원색에서 벗어나면 예쁠듯 ㅠ	
154908	어머 너무 예쁜데 색깔만 좀 어케 해줘요 파스텔톤이 좋은데ㅠ	
137593	색은 이쁜거 같은데... 디자인은 이제 저렇게 밖에 나오지 못하는 건가요...	
